Grade,Review,type
3,"상품은 만족합니다 그런데 배송은 매우 불만족이네요
배송기사도 엄청 불친절하시고요
그리고 하이마트는 배송 후 제품 설치하고 간단하게나마 사용설명을 안해주나요 타 브랜드 대리점은 해주시던데 여기는 아예 안하는건 아닌건 같고 어떤분은 설치까지 해주시고 가셨다는데 지역마다 배송기사마다 차이가 있는건지 일관성이 없어서 매우 아쉽네요 부모님댁에 보낸거라 신경 쓰였는데 배송과정에서 기사님도 불친절하고 좋진않네요",winix 
3,"현재 집에 각 회사별로 공청 4개 사용중
그중 다이슨이 최고.
상품평 보고 구입 했으나, 선풍기 개념일뿐 냄새 를 전혀 감지 못함.
먼지 빨아 들이는 기능으로만 쓰려고 옷방에
밀어 두고 다이슨 공청 거실로 빼오자 마자 열일중.",winix 
3,배송은 빨랐던거 같아요 처음에 물건받고 터치하는 곳이 아구가 안맞는거 같이 비뚤어져 있는 상태로 며칠 사용하다가 이상하다싶어 as맡기려다 직접 분해해서 조립 해서 직접 맞췄어요 사진 찍어둔게 없어 아쉽네요 매일 거실에 틀어놓고 있긴한데 와 좋다까지는 모르겠고 사용 잘 하고있긴 합니다,winix 
3,"크기 만족 / 디자인 무난함 / 성능 만족 / AS만족
다만 처음 구입했을 당시 취침모드 사용시 모터팬에서 고주파음처럼 소리가 윙윙윙나서 AS불렀었고 원래 이렇다고하셔서 너무 신경이 예민해서 그런줄 알고 한 2주간은 취침모드 사용하지 않고 잤습니다.

스마트폰으로 동영상 녹화를 해도 소리가 잘 녹음이 안되서 마이크 구매까지 생각하고 있었는데 지금은 무난해서 취침모드도 사용중입니다.

새제품이라 그랬는지 어느정도 가동하면서 소음이 많이 사라졌습니다.
그런 후에 원래 그런소리가 나는것이 아니라는걸 알았네요.",winix 
3,"친정드나들며 음식할 때 유해가스 발생으로 호흡기가 불편해서 구입했는데~
유해가스 감지에 민감하지 못함
(우리집 퓨리케어와 비교, 가격차이가 큰 만큼 감수해야겠지요)
덩치는 크지만 감지가 느리니 정화 속도도 느림
(냄새 잘 못 잡음, 아직 조리 중이라 매케한데 센서는 파란색~~)
쿠쿠와 고민하다 필터 가격도 더 비싼 위닉스로 결정했건만. . .
다시 산다면 쿠쿠로 사겠음",winix 
3,처음 받은 제품에 이상이 있어서 교품받았습니다. 교품처리는 빨랐고 새로 받은 제품은 다 좋은데... 팬 날개? 쪽에서 간헐적으로 소음이 올라오네요.(이전 제품에는 없던 증상) 정상적으로 소리 안 날때도 있어서... 심하면 as하려고 합니다. 센서는 생각보다 민감해서 오염도에 대한 피드백이 잘 이루어지는 것 같습니다.,winix 
3,"처음에 배송왔을때 상단 터치하는 부분이 비정상적으로 들떠 있었습니다. 접착이 제대로 되지 않아서 손으로 들릴정도였는데 살짝 힘줘서 눌러서 맞추니 떨어지진 않네요..
그냥 교환도 귀찮도해서 쓰긴하는데 기분이 썩 좋진 않네요...",winix 
3,"후기도좋고 지인이 추천을하여 주문했는데일단 하이마트배송은늦었구요
배달기사분께 이대로쓰면되냐고 물어보니 그대로 쓰면된다길래 스위치켜니 안되어 필터 봉지뜯어서 다시꼽았더니 되더라구요
처음사용이라 좀 친절하게 가르쳐주고 갔음 했는데 배달하고 사진찍는다고 바쁘더라구요
인테넷으로 싸게 주문할껄 후회했답니다
하이마트배송기사가 배달한다길래 사용법 필터가는것등 물어보고싶었는데 쌩하니 가버리네요",winix 
3,찾아본 것보다 조금 더 비싸게 샀는데 상품은 괜찮아요 그런데 박스를 한 번 더 싸지 않고 그냥 제품박스만 달랑 오네요.. 게다가 박스가 뭐에 찔린듯 구멍나 있었어요 제품에는 스크래치 나지 않아서 그냥 쓰는데 좀 찜찜하네요,winix 
3,"배송기사님이 설치 안해주고 박스만 두고 가는지 몰랐네요.
80세 넘으신 부모님댁에 선물로 보냈는데 바로 틀어도 되는건지 사용전 주의사항이 있는지 몰라서 제가 다시 방문해야겠어요.
리뷰보니 설치해주셨다는 분도 있고 저처럼 박스만 놓고 갔다는 분도 있고..그때그때 다른건지
암튼 좀 당황스럽네요.",winix 
3,"구매잘했네요
아주좋아요
감사합니다!",winix 
3,"샤오미 미에어프로 쓰다 바꿨는데 훨씬 예민하고
음식 냄새 정화 속도도 느껴질 정도로
공기 청정 기능 좋아요
하지만 너무 큽니다 ㅠㅠ
갑자기 안그래도 작은 거실이
더 비좁게 느껴지고 힘 좋은만큼",winix 
3,일단 꽤 큽니다. 조작이 간단해서 부모님이 사용하기 좋을거 같아요,winix 
3,방송할때 사니 저렴하게 잘 샀어요. 선물해서 실물은 못 봤네요.,winix 
3,배송빠르고 디자인도 좋아요. 공기청정효과를 기대합니다,winix 
3,크기가 엄청나네요 성능은 괜찮아요,winix 
3,미세먼지도 잡아준다고 표시되니까 체감되는건 없지만 안심되요~~^^그래도 비염은 나아지는 기분도 들고 소리는 쫌 큰편인데 잘때는 수면모드로 자동변경되서 조용해요!좋습니다,winix 
3,"생각보다 기계음이 있고, 바닥에 바퀴가 있어 편리하지만 이동시 손잡이가 없어 불편. 물건 받자마자 가격이 만원 내렸네요.",winix 
3,생각보다 크고 파워모드는 소리가 너무 시끄러워서 못쓰겠다. 계속 파란불 들어오는데 효과가 있는건지 의심스럽다.,winix 
3,"배송 빠르고 상품도 만족합니다.
평소 집안 공기가 별루라고 생각했는데
바로 사용해보니 파란색이네요.",winix 
3,늘 사용하고 있어요. 처음틀면 빨간색인데 조금 틀어놓으면 초록으로 바뀌네요.,winix 
3,아직 개봉전이지만 타워형이라 골랐어요 기능도 좋길기대해요,winix 
3,가성비좋다해서구매해요 기존에쓰던건방에서쓰고 거실 에서사용하려고요,winix 
3,생각보다 꽤 커요 어플 연결되서 좋네요,winix 
3,"리뷰가 좋아서 삿는데 청정기 자체 금속재질 냄새가
오래가요. 다른 좋은 기능을 상쇄시키네요. 청정기인지금속냄새로 사는건지",winix 
3,사고 이틀뒤 오만원이나 세일하네요 마상... 제품은 좋은거 같네요,winix 
3,소리가 크다. 빨간색에서 녹색이 되어 껐는데 금방 다시 빨간색이되서 먼지 흡입이 잘 되고있는지 모르겠다,winix 
3,"제품 누락건으로 너무 힘들었어요
그래도 어찌 어찌 처리해주셔서 다행입니다
제품은 매우 마음에 들어요.",winix 
3,"1등급이라서 구매했고 지금쓰고있는제품 위닉스에요.용량이작아서 공기정화력이약해서 구매했는데 실망.
몸체가 너무투박해서보기싫네요. 속된말로 무식하게 크고 무겁네요.",winix 
3,"아이랑 같이 지내는 안방에서 사용중입니다~ 단계를 올리면 바람 조절도 되고, 수면모드는 조용해서 좋아요~",winix 
3,"잘되는건지 모르겠음
갑자기 수치가 확올라갓다 내려옴",winix 
3,"신혼집에 구매하고 좋아서 본가에 사드렸는데,, 흠",winix 
3,불량으로 교환받고 아직까진 잘 잘동중입니다.,winix 
3,공기청정기는 위닉스가 가성비 좋다는 평이 많아 골랐어요. 전자랜드 온라인몰은 처음인데 배송이 신속하지 않고 배송완료로 떴는데 물건 못 받고 그 다음날 받았어요. 뭔가 체계적이진 않네요. 공기청정기는 좋길 바랍니다.,winix 
3,센서가 느린데 맞는거에요??,winix 
3,제품 받았고 써보겠습니다,winix 
3,"잘쓰곤있는데 아무 변화없는 상황인데도 왜 자꾸 바람이 강해졌다가 약해졌다가
자기 마음대로인지요..",winix 
3,평범한 공기청정기. 해당가격대의 기능. 좋지도 나쁘지도 않다.,winix 
3,저렴하게 구매한거 같아요조용하고 필터 교체하기 쉽네요좀더 사용해봐야 기능이 좋은지는 알수있겠네요크기도 적당하구요,winix 
3,생각보다 매우 크네요... 바퀴가 달려있어서 이동하기 편해서 너무 좋아요,winix 
3,감사합니다 멋져요 ？오,winix 
3,저렴하고 품질도 좋아요,winix 
3,만족합니다 만족합니다,winix 
3,타워형이라 사이즈가 크지만 소음도 적고 성능이 좋은 것 같아요,winix 
3,"구입하고나니 바로 가격인하ㅠㅠ
주문하고 일주?지나 받게되네요
사용해보고 다시 올릴게요",winix 
3,"가격대비 괜찮아 보이는데 사용해봐야
성능은 알것같아요.",winix 
3,배송은 그닥인데 제품 품질은 괜찮아 보입니다.,winix 
3,크고 소리도 좀 크지만 공기정화를 잘하네요,winix 
3,배송도빠르고 성능도좋고 괸찮아요,winix 
3,일단은 매우 만족합니다ㅎ,winix 
3,크고 조용하고 좋습니다!,winix 
3,그냥저냥 소음이 심한편,winix 
3,만족합니다 많이파세여,winix 
3,가격대비 만족합니다,winix 
3,"가볍고 움직이기 편해 좋아요.근데 불이 이상해요.수치가 1인데 초록색 불이 뜨네요?파란불이 떠야하는데.초록불도 뜨고, 파란불도 뜨고. 지 맘대로ㅋㅋ이거 불량 아닌가요?",winix 
3,조아요.ㅇ위닉스.ㄷㅈ,winix 
3,배송 감사합니다,winix 
3,다 좋은데 와이파이 비밀번호가 특수문자가 들어가면 위닉스 스마트를 사용 못하는게 별로예요,winix 
3,이제 겨울이라 환기문제도 있고해서 주문했어요. 생각보다 빨리와서 좋았고잘작동하네요.,winix 
3,드럼통 만해요? 가정용이 이렇게 큰 건 처음봐요.망설이다 그냥 씀니다.,winix 
3,"기사님이 진짜 별로네요.
문자라도 남겨주셔야지 그냥 문앞에 덜렁 아휴",winix 
3,청정속도가ㅜ엄청 빠르지 않아요 25평 짜린데 방은 10퍙도 안되는데 왜케 청정오래걸리나요,winix 
3,"환급과 필터 증정때문에 구매했어요.
성능은 아직 사옹전임.",winix 
3,좋은 공기 마시고 싶어서 구매 했어요. 성능 좋길바라며,winix 
3,"작동에는 문제가 없지만 센서가 민감 한거같지는
않음",winix 
3,박스가 뜯어져 왔네요...ㅠㅠ. 포장좀 잘해야할듯,winix 
3,잘왔어용. 집에있는먼자를다업에는것갔아요.,winix 
3,부모님 선물로 드렸는데 좋은것 같습니다.,winix 
4,"S사 제품이랑 엄청고민하다가 마침 라이브방송때 할인하길래 냅다 구매했습니다 :)
종종 시간날 때 하루 결제해서 이곳저곳 스터디센터가는데 이제품 많이사용해서 별고민없이 샀기도했고요 ㅋㅋㅋ

물건 하나살때 이것저것 따지면서 최대한 신중하게 고르고, 토끼소리들을정도로 청각이 극도로 예민한사람이라 소음걱정이 되긴했는데
파랑색,초록색은 생각보다 소음 적지만 빨간색이되면 뭐.... 예상한 것보다 소음이 살짝 더 크긴합니다.
제가 예민해서 더크게들릴수도있겠다만 미세먼지 많을때 그만큼 공기청정 빨리시키려고 소음발생된다고 생각하시면 될듯한..?
생각하고있습니다~

제품 자체로 봤을때는 별 5개박고 시작할 정도로 상당히 만족합니다만, 현관문앞에 배송도착했을때 ...ㅠ_ㅠ ;;",winix 
4,"그냥 하나 살까말까 하다가
잠시 접어뒀다가

최근에 다시
고가 브랜드랑 비교해서 그거살까
생각하다가
차이는 있겠지만
성능은 거서 거기인데

워낙 가격에 거품이 많이껴서
그나마 덜 낀거 샀다

단점부터 찝자면
모든 공기청정기의 검색만 하면
나오는 기본적인 단점을 갖고 있고

적응하면 괜찮아서 패스

스티커 덕지덕지 붙인거 더럽다
인증받은거야 알겠지만 마감이 영..
지금이야 지장 없지만 시간 지나면
백퍼 변질되므로 감점사유
홈페이지에 제품번호 등록 안할거면
사진은 찍어서 보관해놓자

제일 문제인건 제품 사이즈는 큰데다가
이동이 가능한데
이 장점을
선 길이가 잡아 먹는다
멀티탭 사자.
아얘 이동 안되는 수준은 아닌데


장점으로는
제조사 페이지에서
제품 등록하면 1년보증 늘어나는거

그리고
소음은 오토로 해놓고 야간모드하면
예민해도 켜고 잘만하다

대신 슈퍼모드인가 풀로하면 소음 꽤 크다
중간 정도로만 써도 지장은 없다

굳이 살까 싶지만
환기는 해야겠고
요즘 같은 날
먼지는 들어오는데 집에 먼지 끼는게
짜증이 난다면
드러워서라도 하나 살 법하다

굳이 제품이랑 필터를
이 가격에? 싶거나
여건이 다르면

쓰셔도 되시겠다
어떤걸 사든 웬만하면 효과는 있으니까

개인적으로는 넓게 쓸 수 있다는
장점 보고 샀으니까 괜찮다고 본다
근데 선은 좀 늘리자.
떼고 딴거 붙이고 싶네",winix 
4,"주문한지 이틀만에 받아서 좋았어요! 원래 lg 제품 사려했는데, 여러 후기들 보고 위닉스로 최종 구매했어요. 받아서 2일 써보니 만족스러워요! 무엇보다 가볍고, 바퀴가 있어 이동도 쉽고, 공기청정 기능들도 아직까진 잘 작동하네요!",winix 
4,"요즘 미세먼지가 너무 심해서 구매하게 되었어요
바퀴가 달려 있어 이동도 편하고 1등급 가전이라 더 마음에 들었답니다 도착하여 받아 보니 생각보다
크기가 정말 크더라고요 설치 후 바로 사용했는데
작동이 잘 되는 것 같아요
다만 아쉬운 점이 있다면 지금 공기 상태를 공기 청정기 윗쪽에 있다보니 가서 봐야하는 불편함이 있어요 어플로 확인할 수 있지만 매번 들어가서 보기가 불편하기도 하고… 아직 더 사용해 봐야겠지만

!",winix 
4,"박스가 엄청 커서 놀랐네요. 실물도 크긴 한데 대신 풍량이 좋아서 만족합니다. 이케* 공기측정기로는 공기상태가 보통인데 얘는 너무나 빨리 좋음상태로 바뀌어서 센서가 이상한가 했는데, 비가와서 공기가 좀 좋아진선지 오늘부터는 이케*측정기와 같은 수준으로 측정해주네요. 전기 1등급도 구매결정에 한몫했네요. 하루종일 계속 켜놓는 거라...",winix 
4,"라이브 방송 때 구매해서 저렴하게 샀네요!
와서 처음 켰을때는 미세먼지 농도가 매우 나쁨 날이라서 빨간불이 계속 켜져있었는데 미세먼지 농도가 좋은 날엔 초록불! 이게 지역을 설정해서 그러는건지 진짜 집 미세먼지가 없어선지,,, 모르겠네요 당연한거 같으면서도 진짜 집 공기가 괜찮은건가 생각하게되는,,,
당연하게 있을거라 생각해서 아쉬움이 컸던 건 타이머 기능이 없다는거에요ㅠ",winix 
4,"첨받았을때는 너무커서 놀랐어요. 바퀴가있어서 이방저갓 옮겨다니니 좋은데 아무래도 통풍구가크다보니 찬바람이 많이 나와서 침실방에 돌리니 겨울에는 조큼 춥게느껴질정도에요(선풍기 중이상 틀어놓은거같은 바람세기에요)
기존있는 공청기랑 같이 켜서 비교하는데 라면끓여도 기존공청기는 바로 빨간불들어오는데 얘는 덩치가 커서 그런가 냄새에 대한 반응이 좀 무딘거같기도하고...여튼 크~게 확 좋다는 느낌은 아직까지 오질않네요. 좀더써보면 알겠죠.",winix 
4,"사이즈 생각 안 하고 사서 커서 좀 놀랐고
테스트 해보려고 주방 쪽에서 요리할 때 켜니까
162 올라갔다가 31정도까지 떨어져서 껐어요
작동 잘하고 제품 자체가 가벼워서 만족하는데
필터 빼고 다시 겉 커버 끼울 때 한번에 쉽게 안 들어가서 좀 불편해요. 위닉스 본사 사이트에서 플러스케어필터 주문해서 내일 도착하는데 그거랑 같이 사용하려구요",winix 
4,"처음에는 인식을 잘 못하는듯했어요
분명 고기도 굽고 실내공기가 안좋은데 계속 파란불에 수치1 뜨더라구요
실험삼아 종이 북북찢어서 비비니까 빨간불 들어오긴했어요
센서가 예민한건지 이상한건지 저희집꺼는 초록불일때도 수치 1일때가 있어요
문의글 남기니까 검진? 받아보라는데 그래도 미세먼지 나쁜날 주황불까진 켜지는거같아서 일단은 쓰고있어요
나중에 쓰다가 이상하면 서비스 요청 해보려구요
그래서 믿을만한 브랜드 선택한 이유도 있어요
근데 다른분들것도 원래 숫자가 5초?마다 확확 바뀌는지 궁금하네요",winix 
4,"집에 선물받은 삼성공청기를 침실에서 쓰고 있는데 거실과 다른 방에 필요하여 바퀴가 있는 제품을 찾던 중에 위닉스가 보여 구매했습니다. 일단 장점은 필터를 갈 때 생각보다 쉽게 판을 갈아낄 수 있어 좋았고, 바퀴가 너무 잘 굴러가서 마음에 들었습니다.
아쉬운 점은 아무래도 크기가 크다보니 끌고 갈 때 손잡이가 양쪽에 있으면 좋겠다는 점과 완전 미세한 먼지나 냄새까지는 섬세하게 잡지는 못하는 느낌입니다. 처음에 사무실에서 썼는더 파란색 8-15 사이여서 뽑기의 문제인가 싶었는데 미세먼지 심한 날 보니 수치가 올라가긴 하더라구요ㅡ
그래도 가격과 용량 생각하면 꽤 괜찮은 공청기라고 생각됩니다.",winix 
4,"직접보면 나름 고급집니다. 필터가 좀 비싸지만 자주 가는것도 아니고 1년 혹은 1년반에 가는거니 차치하고
As 인지도등 봤을때 원통형 공청기중 메리트가 가장 괜찮아보였습니다.iot도 잘되고 센서도 빠릿합니다. 수치가 숫자로 나오니 더 믿음이 가네요.
아쉬운건 왜 잠금기능이 없는지? 이거하나는 매우 아쉽네요.당연히 있을거라 생각했는데.. 냥이가 캣타워인줄알고 자주 올라가는데 버튼이 눌려서 참 난감합니다.",winix 
4,"공청기는 처음 쓰는 거라 비교대상이 없어 잘 모르겠으나, 엘지꺼 작은거랑의 비교 및 유투브 네이버 다 뒤져서 가장 합리적이라 생각한 것을 구매해서 만족함. 2.5pm 이상의 센서, 360도 필터, 에너지효율1등급, 이동력(바퀴)에서 모두 충족한 건 이 것뿐이었음. 인간적으로 바퀴판 따로파는 그 업체는 너무 양아치같아서 위닉스가 딱이었음. 다만, 좋아하는 유투버랑 협업도 한 것 같은데, 뒤에 스티커 너무 크고 많다는 평이 있는데 반영이 왜 안되는지 ㅠ 그리고 공청기 처음 써봐사 그런데 생각보다 사이즈가 커서 놀램. / 업체에 바라는 건 택배 와있어서 보니 거꾸로 있었음… 배송 업체에 언지를 좀 해줬으면 함. 다른 것들도 아니고 전자제품인데..",winix 
4,"위닉스 브랜드 믿고 구매했습니다.
이동도 편리하고 공기 순환도 빠르빨라서 마음에 들어요. 팬도 분리해서 세척할 수 있구요. 다만 터치기능에. 타이머 설정이 없어서 아쉽습니다. 홈페이지에 제품번호등록하면 보증기간이 늘어난다고 하니 따로 등록했습니다.",winix 
4,"평을 하기가 상당히 애매하네요. 판매자는 신속한 답변 및 친절한 응대로 구매하였고, 배송도 무지 빠르고 이후 처리도 아주 공명정대 신속합니다. 제조사와 제품은 영 탐탁치가 않네요.
미세먼지 감지가 안되는 제품을 출고를하고, 기사는 센서 앞에서 휴지를 비벼 훨씬 농밀한 먼지를 발생시키며 살랑살랑 흔들어 바람을 발생시켜 센서에 먼지가 더 많이 유입되게 하는 편법으로 이런 증상을 무마시키는데 특화된 듯합니다. 정상작동 되면 되었으나 계속 감지는 안되고, 분해 수리를 할 경우 증상 해결 안되도 반품 안되다는 불만 글들도 있고, 판매자도 적극 협조로 지난한 과정이었지만 반품은 하였습니다. 괘씸한 생각에 해당기관에 고발조치 하려다 제조사 윤리경영 카데고리에 자체 시이버 신문고가 있기에 글 남기고 완곡한 사과로 마무리는 하였습니다.
판매자한테까지 여파가 미치고 번거로웠겠으나, 많이 파시고 번창하세요.",winix 
4,라이브 방송으로 충분히 봤음에도 직접 받아보니 어마어마하게 크다고 느꼈어요. 크기에 비해 가벼운 편이고 바퀴가 있어 이동하는 게 쉬운 편인데 다른 리뷰에서도 많이 언급된 내용대로 본체를 잡을 수 있는 손잡이가 없어 이동이 잦을 경우 살짝 불편합니다. 그 외엔 배송이 안내보다 느렸던 것 빼고 아직까지는 무난한 것 같아요. 이상없이 쭉~ 잘 작동되기를 바랍니다!,winix 
4,일단 용량이 크고 사방에서 공기를 흡입하는 타입을 찿다가 딱한번에 지름장점은 흡용량이크고 필터 성능인증되고 오토기능과 저전력 1등급 화면에 흡입먼지 농도표시도 되고 와이파이가되서 밖에서도 켜고 끄고가되니 좋아요 바뀌가 잘굴러 가서 이동도 완전편해요단점 이라기보다는 성능향상차원에서 간단 타이머기능추가와 디스플레이를 전면으로 했으면하는 갠적인 단점입니다,winix 
4,"가격이 일단 경쟁령있어서 좋구요
집이 청정한지 파란불로만 나오네요
계속 잘 써보려구요
우선은 파란불만나오니 청정이 되는지 모르겠지만 만작합니다
디자인은 엘지꺼보다는 조금 고급스러운건 떨어집니다
굴뚝모양이에요
크기 큽니다",winix 
4,"샤오* 큰거 쓰다가 이사하면서 바꾸게 되었습니다.
샤오*보다 돌아가는 소리가 큽니다.
조용한 집에서 공청기돌아가는 소리가
환풍기 돌아가는 소리같네요ㅋㅋ
에어컨 바람소리보다 크네요ㅠㅠ
그리고 필터가격 어마무시하네요ㅋㅋ
6개월마다 교체하라던데.. 현재 최저가가 8만원대..
2년쓰면 공청기값이랑 필터값이랑 똑같아지네요ㅋㅋ
거 그거랑 같이쓰면
더 쓸수있다는데 사용 환경에 따라 다르다고하니
써봐야겠네요ㅎ
크기는 샤오*에 비해 크지만
ㅎ ㅎ",winix 
4,잘 쓰고 있어요. 아직까지 큰 불편은 없어요. 스티커를 너무 덕지덕지 붙인건 좀 아쉬워요. 한쪽에 잘 모아붙이거나 안보이는 쪽에 붙였거나 작게 붙였으면 좋을텐데요. 그외엔 가격대비 가성비 훌륭합니다. 제품 가격이나 유지비 면에서..,winix 
4,타 대기업 제품만 알아보다가 뉴스에서 여러제품 비교 실험한 영상 보고 이 제품 알게 되었어요! 성능은 입증되었다고 생각합니다 다만 온오프시에 나오는 기계음이 몬가 살짝 갈라져 나는 소리여서 제것만 그런지 조금 신경쓰이지만 제품에는 이상 없으리라 생각하고 쓰려구요~ 이동도 쉽고 디자인도 무난하니 예쁘네요^^,winix 
4,"조금 늦은 어버이날 선물로 공기청정기를 놔드렸습니다. 잘 받았다고 전화오셔서는 너무 만족해하시네요~기능면 뿐만 아니라 성능, 디자인까지 이가격에 브랜드까지 ..정말 만족합니다. 다만 조금 아쉬운 점이 있다면 크기는 조금 큽니다",winix 
4,오우~ 제가 생각 했던 것 보다 크기가 있습니다. 무언가 슝슝 바람 나오고 위에 색깔로 표시 해 주니깐 좋네요. 그리고 크기가 있다 보니깐 안에 중요한 필터!! 필터도 꽤 큽니다?!! 생각해 보니 이 제품 리모컨이 없는게 아쉽네요~ 그거 빼고 좋아요!!,winix 
4,"환기잘하고 청소잘 하면굳이 공기청소기가 필요할까.해서 여태 없이 살았는데
요 몇일 청소하다 너무 깜짝놀람 밀대 청소포가 노람. 화장대 식탁위도 노랗고 서걱거림.급하게 알아보다 엘사랑 위닉스랑 저울질하다 가성비 좋은 위닉스로 주문.아직까디는 별탈없이 사용중",winix 
4,첫번째로 외관이 너무 이뻐요.깔끔하고 고급스러움.그리고 바퀴가 달려있어서 원하는 곳에 운반하기 쉬워요.성능은 더 써봐야 알겠지만 처음 전원 켰을때 나오는 바람이 기분탓?일수 도 있겠지만 청량하다고 해야하나 ㅋㅋ 진짜임빨간 불이 켜졌으니 우리집 공기가 안좋다는겠죠? 위닉스! 열심히 작동해서 항상 파란불로 가쟈 부탁해~,winix 
4,퓨리케어 쓰다가 공청기 안 써도 될 것 같아서 치웠는데 쓰다가 막상 없으니까 또 불편해지는 거에요. 괜히 눈도 따가운 거 같고.... 다시 같은 거 사려니까 아까워서 이게 더 저렴하기에 구매했는데 마음에 들어요? 바퀴달려서 너무 좋아요~ 성능이야 제가 확인할 수가 없어서... 베란다 문 열어놓으면 갑자기 열심히 일 하는 거 보니까 잘 작동하는 것 같습니다,winix 
4,기존에는 렌탈하고 있었는데 소리가 너무 커서 반납하고 찾아보다가 주문했네요평수대비로 크기가 정해지는건지 받고보니 엄청 크네요ㅎㅎ바퀴가 있어 편하게 이동할수 있어서 좋아요 가볍기도 하구요안에 필터가 통으로 되어있는줄은 모르고;; 뭐어쨌든 필터 교체비 감안해서 사긴 산거니까요단점이라면 크고 높아서 앉아있으면 화면이 안보인다는점ㅎㅎ전에꺼는 다른회사 제품이고 작았어서 보였는데 이건 안보여서 그게 조금 불편하네요^^,winix 
4,"일단 lg꺼보단 작지만 그래도 사이즈가 큰편이에요 그래도 디자인면에서도 깔끔하고 이쁜거같아요 집에 미세먼지가 많은건지 어제 물건이 왔고 10분만에 파란색으로 변하던데 오늘 아침에 환기좀 시키고 켰는데 40분이상 지나도 파란불이 안되네요.,,,.가스를 켜지도 않았는데,,, 처음이라 그런건지.,,,아님 집에 정말 공기가 안좋은건지,,, 처음이라 잘 판단은 못하겠어용~",winix 
4,"혜택이 좋을때 구매를 진행하게 되어서 저렴하게 구매를 하게 되었고요. 동작도 간단해서 사용하긴에 편했습니다. 앱은 구글에서 이름이 바뀌었는데, 설명서에는 up-date가 되지 않아서 찾는데 애를 먹었고요. 기기와 연결 시에도 오류가 몇차례 발생되어 고생했습니다. 참고하세요~",winix 
4,"위닉스 공기청정기 빠르게 잘 받았습니다. 사용해보니 잘 되는건지는 정확하게 모르겠지만 좋아요 기본 10자 이상 작성시 100P 즉시지급 이미지 등록시 100P 즉시 추가지급개당 상품 가격이 5,000원 이하 상품은 적립대상에서 제외되며,리뷰 포인트는 최초 1회 작성시에만 지급됩니다.같은 단어가 반복된 내용은 임의로 삭제되며, 지급된 포인트가 회수될 수 있습니다. 다른 고객님들에게 유용한 상품 리뷰를 작성해주세요.",winix 
4,잘도착했어요 퇴근후 바로 사용했어요 펜이 미친듯이 돌아갈때는 소음이 크지만 잘때는 조용해요 그리고 바퀴가 있는게 신의 한수같아요 상태에따라 불이 달라지는것도 좋구요 아주 좋은제품은 아니지만 그런대로 중가격대로 이만한게 없는거같아요,winix 
4,"이리저리 온라인으로 찾아보다 가성비값 리뷰 평가 좋아서 신청했는데 하루만에 배송이 와서 엄청 좋았어요
게다가 누구라도 쉽게 사용할수있게 구성되어 여자인 제가 알아서 손쉽게 설치했네요
직장동료가 제꺼 보더니 자기도 산다고 바로 사이트 가르쳐 달라고 해서 보내줬네요",winix 
4,"잠잘때 빼고 계속 화나있어요 ㅎ....
계속 주황아니면 빨간색이라 밖에 미세먼지가 심해그런가해서 환기도 안하고 문닫아놔도 같은 회사 위닉스 다른모델은 파랑이고 샤오미 공기 측정기로는 깨끗한 상태인데 센서가 예민한걸로 잘못 뽑기가 걸린건지 불량인건지 몇일째 하루종일 화나있네요.. 주말지나서 고객센터에 연락해보려구요..
계속 빨개서 계속 시끄러워요 ㅎㅎ",winix 
4,야간모드 빼곤 시끄러워서야간모드도 그렇게 조용하다고는 할 순 없지만첨엔 오염도가 높아서 그런가보다 했는데낮춰도 그렇게 소음차이는 없더라구요밤엔 끄고자요이거저거 비교하다가 아무리봐도 모르겠어서솔직히1등급 하나보고 구매한거라..믿고사용하는 수 밖에 없는듯,winix 
4,실제로 받아보니 다소 큰감은 있습니다. 거실이 꽉 차요~ 수면모드가 있어서 굉장히 유용하게 사용하고 있습니다~~ 사용은 아직 많이 해보지 않아서 잘 모르겠는데 좋은거 같습니다. 위닉스 제품은 가성비 대비 성능이 좋은거 같아 믿고 쓰는 브랜드입니다.,winix 
4,타워700쓰고있는데...한대로 약한듯해서...좀 더 큰거로 구입했는데...음...타워가 더 좋은듯이요...소리가 조용해서 그런지 왠지 약한 느낌...항상 1에서 왔다갔다...타워는5에서 왔다갔다 했는데... 약한바람만 나오고...360도라서 아무렇게나 놔도 되서 좋긴하지만...반응속도가 좀 느리고...음식할때 타워는 바로 수치올라가는데...이아이는 한참있다가 올라가네요...파워기능있어서...한번씩 돌리는건 좋은듯이요...지금 파워누르니...수치가 팍...,winix 
4,"일단 배송이 너어어무 느려서 중간에 취소할까 햇는데 여태기다린거 생각해서 그냥 받았어요;;
크기도 크고 디자인이 이쁘네요 26평집에 딱 맞을것같아요. 소리는 무난해요. 일반 공기청정기 소음이랑 비슷.가성비로 쓰기 좋을것같네요",winix 
4,고향집에 위닉스공기청정기 사용 중이예요.만족스러워서 다른 모델로 구입했습니다.엘지의 뽀대나는 퓨리케어 구입하고 싶었지만가성비를 버릴 수 없는 대한민국 아줌마ㅋ좋아요 위닉스공기청정기.고장없이 잘 사용했음 좋겠네요.배송 1주일 기다렸어요.목빠질뻔.배송상태 제품상태 모두 좋습니다.,winix 
